State,State Abbreviation,Region,Division,Date,House Price Index,Household Income,Income Range,GDP,Population
Virginia,VA,South,South Atlantic,2007-01-01,467.5,59160,High Income,391595500000,7751000
Virginia,VA,South,South Atlantic,2008-01-01,459.23,61990,High Income,402157800000,7833496
Virginia,VA,South,South Atlantic,2009-01-01,432.01,60500,High Income,409935300000,7925937
Virginia,VA,South,South Atlantic,2010-01-01,403.24,60370,High Income,425490800000,8024004
Virginia,VA,South,South Atlantic,2011-01-01,392.99,62620,High Income,433683700000,8102437
Virginia,VA,South,South Atlantic,2012-01-01,389.81,64630,High Income,445008500000,8187456
Virginia,VA,South,South Atlantic,2013-01-01,393.21,65910,High Income,456911600000,8255861
Virginia,VA,South,South Atlantic,2014-01-01,399.03,66160,High Income,465601700000,8315430
Virginia,VA,South,South Atlantic,2015-01-01,413.68,61490,Mid-high Income,485540900000,8367303
Virginia,VA,South,South Atlantic,2016-01-01,419.84,66450,Mid-high Income,499032400000,8417651
Virginia,VA,South,South Atlantic,2017-01-01,431.97,70810,High Income,515167200000,8471011
Virginia,VA,South,South Atlantic,2018-01-01,449.49,77150,High Income,537158300000,8510920
Virginia,VA,South,South Atlantic,2019-01-01,463.04,81310,High Income,561989600000,8556642
Virginia,VA,South,South Atlantic,2020-01-01,485.89,82210,High Income,565063100000,8637193
Virginia,VA,South,South Atlantic,2021-01-01,519.55,80270,Mid-high Income,613920300000,8657348
Virginia,VA,South,South Atlantic,2022-01-01,600.85,85170,Mid-high Income,663105500000,8679099
Washington,WA,West,Pacific,1997-01-01,226.73,44560,High Income,193769500000,5604105
Washington,WA,West,Pacific,1998-01-01,242.15,47420,High Income,209222500000,5687832
Washington,WA,West,Pacific,1999-01-01,255.5,45470,Mid-high Income,229678900000,5756361
Washington,WA,West,Pacific,2000-01-01,269.6,42530,Mid-high Income,237594000000,5910512
Washington,WA,West,Pacific,2001-01-01,286.36,42490,Mid-high Income,237978200000,5985722
Washington,WA,West,Pacific,2002-01-01,298.76,45180,Mid-high Income,245629800000,6052349
Washington,WA,West,Pacific,2003-01-01,311.18,47510,Mid-high Income,254720200000,6104115
Washington,WA,West,Pacific,2004-01-01,330.74,49920,High Income,267423900000,6178645
Washington,WA,West,Pacific,2005-01-01,374.65,50650,Mid-high Income,293402000000,6257305
Washington,WA,West,Pacific,2006-01-01,444.74,54720,High Income,314190800000,6370753
Washington,WA,West,Pacific,2007-01-01,492.61,58080,High Income,341712300000,6461587
Washington,WA,West,Pacific,2008-01-01,500.88,56630,High Income,352460700000,6562231
Washington,WA,West,Pacific,2009-01-01,467.71,60390,High Income,349945400000,6667426
Washington,WA,West,Pacific,2010-01-01,419.75,56160,High Income,363544200000,6743009
Washington,WA,West,Pacific,2011-01-01,393.75,56850,High Income,377518800000,6827479
Washington,WA,West,Pacific,2012-01-01,379.04,62190,High Income,398358500000,6898599
Washington,WA,West,Pacific,2013-01-01,390.03,63920,High Income,416924100000,6966252
Washington,WA,West,Pacific,2014-01-01,413.93,59070,Mid-high Income,439851200000,7057531
Washington,WA,West,Pacific,2015-01-01,444.44,67240,High Income,467590600000,7167287
Washington,WA,West,Pacific,2016-01-01,487.74,70310,High Income,489790200000,7299961
Washington,WA,West,Pacific,2017-01-01,537.25,71540,High Income,527169400000,7427951
Washington,WA,West,Pacific,2018-01-01,596.91,79730,High Income,570337800000,7526793
Washington,WA,West,Pacific,2019-01-01,635.29,82450,High Income,608966400000,7614024
Washington,WA,West,Pacific,2020-01-01,675.44,81360,High Income,621493200000,7724566
Washington,WA,West,Pacific,2021-01-01,741.56,87650,High Income,688631900000,7741433
Washington,WA,West,Pacific,2022-01-01,910.69,89430,High Income,738101400000,7784477
West Virginia,WV,South,South Atlantic,1997-01-01,134.65,27490,Low Income,38781200000,1815588
West Virginia,WV,South,South Atlantic,1998-01-01,142.53,26700,Low Income,40258900000,1811688
West Virginia,WV,South,South Atlantic,1999-01-01,146.76,29300,Low Income,41942200000,1806928
West Virginia,WV,South,South Atlantic,2000-01-01,147.04,29410,Low Income,42620700000,1807021
West Virginia,WV,South,South Atlantic,2001-01-01,155.02,29670,Low Income,44105100000,1801481
West Virginia,WV,South,South Atlantic,2002-01-01,159.76,29360,Low Income,45627400000,1805414
West Virginia,WV,South,South Atlantic,2003-01-01,165.68,32760,Low Income,47230400000,1812295
West Virginia,WV,South,South Atlantic,2004-01-01,174.06,33370,Low Income,49865900000,1816438
West Virginia,WV,South,South Atlantic,2005-01-01,188.17,36450,Low Income,53814300000,1820492
West Virginia,WV,South,South Atlantic,2006-01-01,208.01,38420,Low Income,57204100000,1827912
West Virginia,WV,South,South Atlantic,2007-01-01,212.28,42090,Low Income,59480400000,1834052
West Virginia,WV,South,South Atlantic,2008-01-01,213.99,37990,Low Income,62978700000,1840310
West Virginia,WV,South,South Atlantic,2009-01-01,211.55,40490,Low Income,64040100000,1847775
West Virginia,WV,South,South Atlantic,2010-01-01,203.85,42780,Low Income,66160399999,1854265
West Virginia,WV,South,South Atlantic,2011-01-01,201.84,41820,Low Income,69367600000,1856606
West Virginia,WV,South,South Atlantic,2012-01-01,201.43,43550,Low Income,70303100000,1857446
West Virginia,WV,South,South Atlantic,2013-01-01,203.17,43070,Low Income,71758600000,1854768
West Virginia,WV,South,South Atlantic,2014-01-01,207.38,39550,Low Income,73042600000,1850569
West Virginia,WV,South,South Atlantic,2015-01-01,210.81,42820,Low Income,71713400000,1843332
West Virginia,WV,South,South Atlantic,2016-01-01,217.02,44350,Low Income,71248900000,1832435
West Virginia,WV,South,South Atlantic,2017-01-01,217.5,46960,Low Income,75172400000,1818683
West Virginia,WV,South,South Atlantic,2018-01-01,223.51,50570,Low Income,79794300000,1805953
West Virginia,WV,South,South Atlantic,2019-01-01,226.7,53710,Low Income,79883800000,1795263
West Virginia,WV,South,South Atlantic,2020-01-01,235.88,51970,Low Income,76975900000,1791562
West Virginia,WV,South,South Atlantic,2021-01-01,250.44,46840,Low Income,86509900000,1785249
West Virginia,WV,South,South Atlantic,2022-01-01,281.43,52460,Low Income,97417300000,1774035
Wisconsin,WI,Midwest,East North Central,1997-01-01,196.44,39600,Mid-high Income,153536200000,5200235
Wisconsin,WI,Midwest,East North Central,1998-01-01,204.13,41330,Mid-high Income,163021500000,5222124
Wisconsin,WI,Midwest,East North Central,1999-01-01,213.37,45670,High Income,172928500000,5250446
Wisconsin,WI,Midwest,East North Central,2000-01-01,227.77,45090,Mid-high Income,180883100000,5373999
Wisconsin,WI,Midwest,East North Central,2001-01-01,238.7,45350,Mid-high Income,188662800000,5406835
Wisconsin,WI,Midwest,East North Central,2002-01-01,251.06,45900,Mid-high Income,195541500000,5445162
Wisconsin,WI,Midwest,East North Central,2003-01-01,261.74,46270,Mid-high Income,203814000000,5479203
Wisconsin,WI,Midwest,East North Central,2004-01-01,278.99,45730,Mid-high Income,216370400000,5514026
Wisconsin,WI,Midwest,East North Central,2005-01-01,304.12,44650,Mid-low Income,226937500000,5546166
Wisconsin,WI,Midwest,East North Central,2006-01-01,321.03,51690,Mid-high Income,237571900000,5577655
Wisconsin,WI,Midwest,East North Central,2007-01-01,327.43,51280,Mid-high Income,245837700000,5610775
Wisconsin,WI,Midwest,East North Central,2008-01-01,327.6,51200,Mid-high Income,246493000000,5640996
Wisconsin,WI,Midwest,East North Central,2009-01-01,319.1,51240,Mid-high Income,246323800000,5669264
Wisconsin,WI,Midwest,East North Central,2010-01-01,302.51,50350,Mid-high Income,256159500000,5690538
Wisconsin,WI,Midwest,East North Central,2011-01-01,295.3,52060,Mid-high Income,265444000000,5705840
Wisconsin,WI,Midwest,East North Central,2012-01-01,291.34,53080,Mid-high Income,276253400000,5720825
Wisconsin,WI,Midwest,East North Central,2013-01-01,290.68,51730,Mid-low Income,283791400000,5738012
Wisconsin,WI,Midwest,East North Central,2014-01-01,288.83,58080,Mid-high Income,296169900000,5753199
Wisconsin,WI,Midwest,East North Central,2015-01-01,300.15,55430,Mid-low Income,308304500000,5762927
Wisconsin,WI,Midwest,East North Central,2016-01-01,310.2,59820,Mid-high Income,315420000000,5775170
Wisconsin,WI,Midwest,East North Central,2017-01-01,323.95,63480,Mid-high Income,321886800000,5793147
Wisconsin,WI,Midwest,East North Central,2018-01-01,341.06,62630,Mid-high Income,335144300000,5809319
Wisconsin,WI,Midwest,East North Central,2019-01-01,358.8,67360,Mid-low Income,347398600000,5824581
Wisconsin,WI,Midwest,East North Central,2020-01-01,375.46,67410,Mid-high Income,343783000000,5896700
Wisconsin,WI,Midwest,East North Central,2021-01-01,398.83,69940,Mid-low Income,369032400000,5879978
Wisconsin,WI,Midwest,East North Central,2022-01-01,463.2,73330,Mid-high Income,396209300000,5890543
Wyoming,WY,West,Mountain,1997-01-01,135.11,33420,Mid-low Income,14673000000,480031
Wyoming,WY,West,Mountain,1998-01-01,141.86,35250,Mid-low Income,14833200000,480045
Wyoming,WY,West,Mountain,1999-01-01,143.77,37250,Mid-low Income,15685700000,479602
Wyoming,WY,West,Mountain,2000-01-01,149.82,39630,Mid-low Income,17153700000,494300
Wyoming,WY,West,Mountain,2001-01-01,157.31,39720,Mid-low Income,18741700000,494657
Wyoming,WY,West,Mountain,2002-01-01,167.93,39760,Mid-low Income,19160800000,500017
Wyoming,WY,West,Mountain,2003-01-01,177.13,42560,Mid-low Income,21199000000,503453
Wyoming,WY,West,Mountain,2004-01-01,190.76,45400,Mid-high Income,23418100000,509106
Wyoming,WY,West,Mountain,2005-01-01,211.38,44720,Mid-low Income,27530200000,514157
Wyoming,WY,West,Mountain,2006-01-01,238.66,47040,Mid-low Income,32692200000,522667
Wyoming,WY,West,Mountain,2007-01-01,267.05,48740,Mid-low Income,36912800000,534876
Wyoming,WY,West,Mountain,2008-01-01,280.88,53340,Mid-high Income,42694600000,546043
Wyoming,WY,West,Mountain,2009-01-01,279.53,52470,Mid-high Income,36282200000,559851
Wyoming,WY,West,Mountain,2010-01-01,265.79,52200,Mid-high Income,37567500000,564531
Wyoming,WY,West,Mountain,2011-01-01,263.42,54510,Mid-high Income,39615100000,567491
Wyoming,WY,West,Mountain,2012-01-01,264.36,57510,High Income,38679300000,576656
Wyoming,WY,West,Mountain,2013-01-01,270.45,67440,High Income,39365600000,582620
Wyoming,WY,West,Mountain,2014-01-01,277.2,55690,Mid-high Income,40573900000,583159
Wyoming,WY,West,Mountain,2015-01-01,286.79,60930,Mid-high Income,38624800000,586389
Wyoming,WY,West,Mountain,2016-01-01,293.56,57830,Mid-low Income,36105900000,585243
Wyoming,WY,West,Mountain,2017-01-01,297.27,59540,Mid-low Income,37620300000,579994
Wyoming,WY,West,Mountain,2018-01-01,309.26,62540,Mid-high Income,39614500000,579054
Wyoming,WY,West,Mountain,2019-01-01,314.55,65130,Mid-low Income,39971400000,580116
Wyoming,WY,West,Mountain,2020-01-01,335.12,65450,Mid-low Income,36675500000,577664
Wyoming,WY,West,Mountain,2021-01-01,355.03,71050,Mid-low Income,42176200000,579548
Wyoming,WY,West,Mountain,2022-01-01,416.05,73090,Mid-low Income,49080600000,581629
